time,bid_price,bid_quantity,ask_price,ask_quantity
2022-01-22T16:42:53.322,35185.99,0.04706,35188.94,0.08333
2022-01-22T16:42:54.322,35186.73,0.28173,35186.74,0.60127
2022-01-22T16:42:55.323,35181.42,0.155,35186.74,0.46213
2022-01-22T16:42:56.323,35183.11,0.0714,35183.12,0.50269
2022-01-22T16:42:57.323,35183.11,0.04809,35183.12,3.45665
2022-01-22T16:42:58.323,35173.0,0.01384,35173.01,0.5725
2022-01-22T16:42:59.323,35182.98,1.14559,35182.99,0.16979
2022-01-22T16:43:00.323,35182.98,0.62217,35182.99,0.11024
2022-01-22T16:43:01.324,35182.98,0.5603,35182.99,0.08864
2022-01-22T16:43:02.324,35191.5,0.14558,35191.51,0.25566
2022-01-22T16:43:03.324,35193.88,0.04673,35193.89,0.34944
2022-01-22T16:43:04.323,35193.88,0.18468,35193.89,0.38534
2022-01-22T16:43:05.324,35193.88,0.03721,35193.89,0.63534
2022-01-22T16:43:06.324,35192.04,0.22304,35192.05,0.12612
2022-01-22T16:43:07.324,35198.99,0.22653,35199.0,0.29368
2022-01-22T16:43:08.324,35198.99,0.21952,35199.0,0.27949
2022-01-22T16:43:09.324,35199.99,1.01255,35200.0,0.39645
2022-01-22T16:43:10.324,35200.99,0.21284,35201.0,0.93095
2022-01-22T16:43:11.324,35200.99,0.16275,35201.0,0.68861
2022-01-22T16:43:12.324,35191.38,0.15264,35193.99,0.16878
2022-01-22T16:43:13.325,35188.77,0.19678,35188.78,0.22522
2022-01-22T16:43:14.325,35185.25,0.51674,35187.34,0.10779
2022-01-22T16:43:15.324,35185.25,0.27118,35185.26,0.47672
2022-01-22T16:43:16.325,35183.11,0.00713,35183.12,0.3317
2022-01-22T16:43:17.325,35177.66,0.14902,35177.67,0.333
2022-01-22T16:43:18.324,35177.66,0.1325,35177.67,0.15356
2022-01-22T16:43:19.325,35168.95,0.1119,35168.96,0.06901
2022-01-22T16:43:20.325,35173.26,0.48651,35173.27,0.00459
2022-01-22T16:43:21.326,35166.24,0.08992,35167.44,0.155
2022-01-22T16:43:22.325,35159.59,0.03776,35159.6,1.84233
2022-01-22T16:43:23.325,35157.79,0.17306,35157.8,0.38368
2022-01-22T16:43:24.327,35156.76,0.02783,35156.77,0.39846
2022-01-22T16:43:25.326,35156.76,0.09485,35156.77,0.29947
2022-01-22T16:43:26.325,35156.76,0.08084,35156.77,0.26568
2022-01-22T16:43:27.326,35156.76,0.24845,35156.77,0.11296
2022-01-22T16:43:28.326,35150.18,0.09248,35150.19,0.47768
2022-01-22T16:43:29.327,35150.18,0.06597,35150.19,0.41865
2022-01-22T16:43:30.327,35151.04,0.41125,35151.05,0.09711
2022-01-22T16:43:31.326,35164.06,0.07974,35164.07,0.29903
2022-01-22T16:43:32.327,35163.65,0.31162,35163.66,0.14348
2022-01-22T16:43:33.327,35156.76,0.00033,35156.77,1.21102
2022-01-22T16:43:34.328,35153.77,0.26319,35153.78,0.05083
2022-01-22T16:43:35.327,35156.75,0.1248,35156.76,0.25379
2022-01-22T16:43:36.328,35162.07,0.26317,35162.08,1.0e-5
2022-01-22T16:43:37.328,35162.07,0.0893,35162.08,0.40355
2022-01-22T16:43:38.328,35152.22,0.24342,35152.23,0.031
2022-01-22T16:43:39.328,35152.23,0.10119,35152.24,0.13026
2022-01-22T16:43:40.329,35161.03,0.11426,35161.04,0.38855
2022-01-22T16:43:41.331,35168.63,0.10873,35168.64,0.35532
2022-01-22T16:43:42.331,35161.05,0.00056,35161.42,0.25
2022-01-22T16:43:43.331,35144.07,0.04235,35146.46,0.25
2022-01-22T16:43:44.331,35148.4,0.09336,35148.41,0.00865
2022-01-22T16:43:45.332,35136.12,0.03121,35137.11,0.01912
2022-01-22T16:43:46.332,35135.95,0.00737,35135.96,0.37164
2022-01-22T16:43:47.331,35120.19,0.07806,35123.71,0.04373
2022-01-22T16:43:48.332,35141.08,0.12777,35141.09,0.57819
2022-01-22T16:43:49.332,35128.91,0.00056,35128.92,4.51889
2022-01-22T16:43:50.332,35125.28,0.08628,35125.29,0.07117
2022-01-22T16:43:51.332,35120.02,2.44,35127.05,0.19533
2022-01-22T16:43:52.332,35128.11,0.09267,35128.12,0.13391
2022-01-22T16:43:53.333,35133.89,0.82549,35133.9,0.53036
2022-01-22T16:43:54.332,35145.36,0.34649,35145.37,0.32928
2022-01-22T16:43:55.332,35148.45,0.13703,35148.46,0.07851
2022-01-22T16:43:56.333,35156.11,0.00838,35156.12,0.44424
2022-01-22T16:43:57.332,35153.57,0.34016,35155.97,0.14842
2022-01-22T16:43:58.333,35149.96,0.18076,35149.97,0.18768
2022-01-22T16:43:59.333,35144.9,0.155,35149.93,0.19486
2022-01-22T16:44:00.334,35145.95,0.04706,35149.63,0.031
2022-01-22T16:44:01.333,35143.9,0.02193,35145.16,0.031
2022-01-22T16:44:02.333,35134.81,0.00097,35134.82,4.30351
2022-01-22T16:44:03.333,35108.34,0.05147,35108.35,0.39886
2022-01-22T16:44:04.333,35117.02,0.44372,35117.03,0.05257
2022-01-22T16:44:05.333,35125.99,0.37687,35126.0,0.15458
2022-01-22T16:44:06.334,35124.99,0.15148,35125.0,0.161
2022-01-22T16:44:07.333,35132.19,0.25,35135.71,0.155
2022-01-22T16:44:08.333,35135.65,0.00136,35135.66,0.76537
2022-01-22T16:44:09.334,35130.98,0.1207,35135.44,0.28247
2022-01-22T16:44:10.332,35140.04,0.4012,35140.05,0.08141
2022-01-22T16:44:11.333,35149.75,0.02947,35149.76,0.23696
2022-01-22T16:44:12.334,35135.65,0.00569,35135.66,3.05486
2022-01-22T16:44:13.334,35135.65,0.24313,35135.66,0.36303
2022-01-22T16:44:14.334,35139.61,0.16392,35139.62,0.08196
2022-01-22T16:44:15.334,35136.1,0.155,35138.49,0.07116
2022-01-22T16:44:16.334,35145.98,0.03618,35145.99,2.85797
2022-01-22T16:44:17.333,35158.46,0.13513,35158.47,0.13666
2022-01-22T16:44:18.333,35154.95,0.09219,35154.96,0.09016
2022-01-22T16:44:19.334,35155.97,0.07806,35159.93,0.05542
2022-01-22T16:44:20.334,35164.14,1.29706,35165.8,0.00427
2022-01-22T16:44:21.334,35167.4,0.17336,35167.41,0.10032
2022-01-22T16:44:22.334,35167.33,0.12542,35167.34,0.96138
2022-01-22T16:44:23.335,35167.33,0.10121,35167.34,0.39232
2022-01-22T16:44:24.335,35169.99,0.13726,35170.0,0.48588
2022-01-22T16:44:25.335,35163.41,0.00938,35163.42,0.42513
2022-01-22T16:44:26.334,35172.58,0.08017,35172.59,0.48368
2022-01-22T16:44:27.335,35167.34,0.15645,35167.35,0.23231
2022-01-22T16:44:28.335,35167.34,0.06641,35167.35,0.07199
2022-01-22T16:44:29.335,35167.34,0.28036,35167.35,0.20542
2022-01-22T16:44:30.335,35167.34,0.30967,35167.35,0.07604
2022-01-22T16:44:31.335,35167.34,0.2767,35167.35,0.12259
2022-01-22T16:44:32.335,35155.16,0.30595,35155.17,0.04678
2022-01-22T16:44:33.335,35161.8,0.49011,35161.81,0.15891
2022-01-22T16:44:34.335,35161.8,0.1934,35161.81,0.45694
2022-01-22T16:44:35.335,35161.8,0.28171,35161.81,0.41527
2022-01-22T16:44:36.336,35161.8,0.07064,35161.81,0.47865
2022-01-22T16:44:37.335,35161.8,0.16655,35161.81,0.44451
2022-01-22T16:44:38.336,35161.8,0.25024,35161.81,0.41298
2022-01-22T16:44:39.335,35161.79,1.59427,35161.8,0.22371
2022-01-22T16:44:40.335,35167.39,0.93349,35167.4,0.28748
2022-01-22T16:44:41.336,35167.39,0.62497,35167.4,0.37127
2022-01-22T16:44:42.336,35167.39,1.30128,35167.4,0.09293
2022-01-22T16:44:43.335,35175.99,0.01983,35176.0,0.41832
2022-01-22T16:44:44.335,35175.99,0.09454,35176.0,0.50019
2022-01-22T16:44:45.336,35175.99,0.01183,35176.0,0.55141
2022-01-22T16:44:46.336,35171.29,0.22434,35171.3,0.33469
2022-01-22T16:44:47.336,35171.29,0.36315,35171.3,0.15815
2022-01-22T16:44:48.335,35172.66,0.03499,35175.67,0.04718
2022-01-22T16:44:49.336,35183.65,0.08111,35183.66,0.19834
2022-01-22T16:44:50.336,35185.28,0.01848,35187.22,0.1473
2022-01-22T16:44:51.337,35192.71,0.32634,35192.72,0.09929
2022-01-22T16:44:52.336,35192.71,0.86924,35192.72,0.02207
2022-01-22T16:44:53.336,35199.65,0.33621,35199.66,0.26322
2022-01-22T16:44:54.336,35199.99,1.90118,35200.0,0.35193
2022-01-22T16:44:55.336,35200.99,1.49631,35201.0,0.57624
2022-01-22T16:44:56.336,35192.53,0.13766,35192.54,0.36032
2022-01-22T16:44:57.337,35200.99,0.73017,35201.0,0.69695
2022-01-22T16:44:58.337,35193.61,0.19076,35193.62,0.14792
2022-01-22T16:44:59.337,35193.61,0.13759,35193.62,0.14792
2022-01-22T16:45:00.337,35193.61,0.2195,35193.62,0.07719
2022-01-22T16:45:01.336,35193.61,0.29892,35193.62,0.41251
2022-01-22T16:45:02.336,35183.18,0.00389,35183.19,0.72318
2022-01-22T16:45:03.338,35181.63,0.26666,35181.64,0.23723
2022-01-22T16:45:04.339,35188.86,0.25117,35188.87,0.44521
2022-01-22T16:45:05.339,35175.56,0.10084,35175.57,0.21818
2022-01-22T16:45:06.339,35179.1,0.46675,35179.11,0.00496
2022-01-22T16:45:07.339,35183.52,0.33091,35183.53,0.11252
2022-01-22T16:45:08.339,35186.04,0.05622,35186.05,0.38864
2022-01-22T16:45:09.339,35186.04,0.19082,35186.05,0.38656
2022-01-22T16:45:10.338,35178.04,0.16506,35178.05,0.21818
2022-01-22T16:45:11.34,35179.52,0.31367,35179.53,0.09818
2022-01-22T16:45:12.34,35171.78,0.19685,35172.3,0.18653
2022-01-22T16:45:13.34,35168.66,0.71722,35168.67,0.1
2022-01-22T16:45:14.34,35179.99,0.61466,35180.0,0.17449
2022-01-22T16:45:15.339,35183.51,0.1216,35183.52,0.20359
2022-01-22T16:45:16.339,35183.51,0.84449,35183.52,0.08649
2022-01-22T16:45:17.34,35172.1,0.10909,35172.11,0.28395
2022-01-22T16:45:18.34,35172.1,0.11405,35172.11,0.31305
2022-01-22T16:45:19.34,35165.78,1.0e-5,35165.79,0.79197
2022-01-22T16:45:20.34,35165.78,0.29276,35165.79,0.10326
2022-01-22T16:45:21.346,35165.78,0.07496,35165.79,0.24391
2022-01-22T16:45:22.346,35146.11,0.29852,35146.12,0.07418
2022-01-22T16:45:23.346,35150.0,0.40423,35150.01,0.05259
2022-01-22T16:45:24.346,35158.82,1.17378,35158.83,0.09476
2022-01-22T16:45:25.346,35162.23,0.50219,35162.24,0.21869
2022-01-22T16:45:26.346,35166.32,0.05342,35166.33,0.27727
2022-01-22T16:45:27.347,35170.37,0.75468,35170.38,0.01119
2022-01-22T16:45:28.346,35172.09,0.91239,35172.1,0.23882
2022-01-22T16:45:29.347,35172.09,0.72101,35172.1,0.02193
2022-01-22T16:45:30.347,35168.57,0.26758,35168.85,0.0711
2022-01-22T16:45:31.359,35175.9,1.00234,35175.91,0.0973
2022-01-22T16:45:32.355,35175.9,0.64715,35175.91,0.09637
2022-01-22T16:45:33.356,35175.9,0.80074,35175.91,0.05513
2022-01-22T16:45:34.355,35176.09,0.01036,35180.89,0.16839
2022-01-22T16:45:35.358,35180.82,1.0e-5,35180.83,0.40564
2022-01-22T16:45:36.36,35185.58,0.69895,35185.59,0.14577
2022-01-22T16:45:37.359,35185.58,0.57961,35185.59,0.24577
2022-01-22T16:45:38.357,35180.82,0.80081,35180.83,0.06519
2022-01-22T16:45:39.358,35185.58,0.25498,35185.59,0.29678
2022-01-22T16:45:40.357,35185.58,0.38431,35185.59,0.28785
2022-01-22T16:45:41.356,35176.08,0.07877,35176.09,0.14213
2022-01-22T16:45:42.357,35166.32,0.11039,35166.33,0.65052
2022-01-22T16:45:43.357,35179.99,1.86442,35180.0,0.3892
2022-01-22T16:45:44.357,35179.99,0.06535,35180.0,0.12326
2022-01-22T16:45:45.357,35183.91,0.42017,35183.92,0.01421
2022-01-22T16:45:46.358,35185.58,0.32887,35185.59,0.10953
2022-01-22T16:45:47.358,35185.58,0.31205,35185.59,0.21472
2022-01-22T16:45:48.359,35185.58,4.99847,35185.59,0.00031
2022-01-22T16:45:49.358,35185.58,0.21817,35185.59,0.11219
2022-01-22T16:45:50.358,35185.58,0.11344,35185.59,0.00077
2022-01-22T16:45:51.359,35184.02,0.30386,35184.03,0.61029
2022-01-22T16:45:52.361,35188.86,1.45254,35188.87,0.0051
2022-01-22T16:45:53.361,35188.86,1.0212,35188.87,1.0e-5
2022-01-22T16:45:54.363,35193.9,0.92595,35193.91,0.00426
2022-01-22T16:45:55.365,35199.99,0.94776,35200.0,0.22827
2022-01-22T16:45:56.367,35190.07,0.13555,35190.08,0.3067
2022-01-22T16:45:57.363,35190.07,0.25087,35190.08,0.21992
2022-01-22T16:45:58.362,35192.42,1.00923,35192.43,0.18863
2022-01-22T16:45:59.362,35182.06,0.24005,35182.07,0.32303
2022-01-22T16:46:00.36,35182.14,0.47739,35182.15,0.51016
2022-01-22T16:46:01.361,35189.84,0.52243,35189.85,0.10066
2022-01-22T16:46:02.36,35183.84,0.1227,35183.85,0.22225
2022-01-22T16:46:03.362,35193.37,0.30046,35193.38,0.19781
2022-01-22T16:46:04.361,35195.19,0.155,35195.2,0.12743
2022-01-22T16:46:05.364,35196.75,0.20243,35196.76,0.266
2022-01-22T16:46:06.361,35196.75,0.02733,35196.76,4.55719
2022-01-22T16:46:07.361,35188.04,0.25189,35188.05,0.42115
2022-01-22T16:46:08.36,35188.04,0.38634,35188.05,0.31219
2022-01-22T16:46:09.359,35188.04,0.38634,35188.05,0.42904
2022-01-22T16:46:10.364,35173.51,0.01421,35173.52,1.30093
2022-01-22T16:46:11.362,35169.54,0.398,35169.55,0.04706
2022-01-22T16:46:12.362,35162.68,0.03737,35164.13,0.031
2022-01-22T16:46:13.362,35165.42,0.00283,35165.43,0.46818
2022-01-22T16:46:14.361,35165.42,0.00568,35165.43,0.46522
2022-01-22T16:46:15.361,35155.06,0.16251,35159.84,0.10669
2022-01-22T16:46:16.363,35148.02,0.18556,35148.03,0.21818
2022-01-22T16:46:17.364,35142.17,0.09864,35144.39,0.1505
2022-01-22T16:46:18.361,35147.82,0.1545,35149.82,0.00304
2022-01-22T16:46:19.36,35149.85,0.155,35149.86,0.21617
2022-01-22T16:46:20.36,35146.01,0.03093,35148.64,0.21419
2022-01-22T16:46:21.362,35145.32,0.04113,35145.33,0.51249
2022-01-22T16:46:22.364,35142.37,1.0e-5,35142.38,3.14949
2022-01-22T16:46:23.363,35134.3,0.51262,35134.31,0.29748
2022-01-22T16:46:24.364,35141.68,0.714,35141.69,0.06909
2022-01-22T16:46:25.362,35134.6,0.05142,35140.53,0.43021
2022-01-22T16:46:26.361,35137.0,0.10974,35137.01,0.125
2022-01-22T16:46:27.36,35134.6,0.21476,35134.61,0.21653
2022-01-22T16:46:28.359,35134.6,0.09738,35134.61,0.3837
2022-01-22T16:46:29.365,35130.0,0.03747,35130.01,1.18842
2022-01-22T16:46:30.367,35120.32,2.95817,35120.33,0.19524
2022-01-22T16:46:31.365,35122.59,0.02423,35122.6,0.37631
2022-01-22T16:46:32.363,35120.0,0.59041,35120.01,0.32522
2022-01-22T16:46:33.362,35121.53,0.10035,35121.54,0.33187
2022-01-22T16:46:34.368,35113.76,0.06419,35113.77,0.22691
2022-01-22T16:46:35.366,35115.57,0.16661,35115.58,0.05132
2022-01-22T16:46:36.363,35115.57,0.00328,35115.58,0.77181
2022-01-22T16:46:37.366,35110.0,0.03604,35110.01,0.155
2022-01-22T16:46:38.365,35114.99,1.04399,35115.0,0.26325
2022-01-22T16:46:39.364,35110.5,0.07002,35110.51,0.07122
2022-01-22T16:46:40.364,35113.61,0.1919,35113.62,1.11544
2022-01-22T16:46:41.366,35113.61,0.18633,35113.62,0.88069
2022-01-22T16:46:42.365,35113.61,1.0e-5,35113.62,1.65078
2022-01-22T16:46:43.366,35107.23,0.08002,35107.24,0.15922
2022-01-22T16:46:44.366,35108.01,0.10888,35111.94,0.05124
2022-01-22T16:46:45.366,35118.15,0.2777,35118.16,0.02
2022-01-22T16:46:46.366,35123.73,0.10021,35123.74,0.18032
2022-01-22T16:46:47.365,35114.94,0.04796,35114.95,0.3347
2022-01-22T16:46:48.366,35118.99,0.08006,35119.0,0.09016
2022-01-22T16:46:49.366,35113.96,0.06504,35113.97,0.45668
2022-01-22T16:46:50.366,35111.53,0.06777,35111.54,0.14054
2022-01-22T16:46:51.366,35111.53,0.10257,35111.54,0.13764
2022-01-22T16:46:52.365,35114.65,0.0806,35114.66,0.11153
2022-01-22T16:46:53.367,35118.13,0.22623,35118.14,0.18032
2022-01-22T16:46:54.366,35126.23,0.07116,35126.24,0.36757
2022-01-22T16:46:55.366,35121.69,0.06265,35121.7,0.47552
2022-01-22T16:46:56.367,35121.69,0.00511,35121.7,0.57507
2022-01-22T16:46:57.367,35121.69,0.05217,35121.7,0.38907
2022-01-22T16:46:58.367,35124.06,0.17753,35124.07,0.17205
2022-01-22T16:46:59.367,35124.06,0.17678,35124.07,0.28705
2022-01-22T16:47:00.367,35116.38,0.14206,35116.39,0.3575
2022-01-22T16:47:01.367,35121.62,0.0553,35121.63,0.0236
2022-01-22T16:47:02.367,35126.61,0.1938,35126.62,0.21017
2022-01-22T16:47:03.368,35119.07,0.33125,35119.08,0.22381
2022-01-22T16:47:04.367,35124.42,0.01299,35124.43,0.44645
2022-01-22T16:47:05.368,35119.81,0.2407,35119.82,0.34695
2022-01-22T16:47:06.368,35123.25,0.85458,35123.26,0.23955
2022-01-22T16:47:07.368,35123.25,0.82258,35123.26,0.22262
2022-01-22T16:47:08.368,35123.25,0.27437,35123.26,0.22262
2022-01-22T16:47:09.368,35121.27,0.20947,35121.28,0.2299
2022-01-22T16:47:10.369,35121.27,0.04735,35121.28,0.10542
2022-01-22T16:47:11.369,35114.94,0.21059,35114.95,1.43722
2022-01-22T16:47:12.369,35114.68,0.10801,35114.69,0.65301
2022-01-22T16:47:13.369,35105.59,0.00227,35105.6,0.81604
2022-01-22T16:47:14.37,35099.41,0.00731,35099.42,1.36881
2022-01-22T16:47:15.372,35084.79,0.04017,35084.8,0.03061
2022-01-22T16:47:16.37,35084.83,0.25,35084.84,0.00274
2022-01-22T16:47:17.368,35080.66,0.00487,35080.67,0.68289
2022-01-22T16:47:18.37,35078.2,0.00337,35078.46,0.79474
2022-01-22T16:47:19.369,35078.2,1.0e-5,35078.21,1.52579
2022-01-22T16:47:20.369,35080.66,0.51253,35080.67,0.74702
2022-01-22T16:47:21.369,35092.59,0.064,35092.6,0.20012
2022-01-22T16:47:22.369,35094.93,0.06931,35094.94,0.62617
2022-01-22T16:47:23.37,35103.51,0.15588,35103.52,0.58015
2022-01-22T16:47:24.37,35100.63,0.36461,35100.64,0.35565
2022-01-22T16:47:25.37,35100.63,0.32869,35100.64,0.23336
2022-01-22T16:47:26.37,35102.58,0.11447,35102.59,0.23764
2022-01-22T16:47:27.37,35102.08,0.33804,35102.09,0.27857
2022-01-22T16:47:28.37,35105.63,0.24612,35105.64,0.41753
2022-01-22T16:47:29.37,35105.34,0.07408,35109.98,0.12
2022-01-22T16:47:30.37,35100.16,0.23085,35100.17,0.43573
2022-01-22T16:47:31.371,35100.16,0.30009,35100.17,0.12
2022-01-22T16:47:32.37,35096.66,0.12,35096.67,0.46604
2022-01-22T16:47:33.37,35091.97,2.0e-5,35091.98,0.82111
2022-01-22T16:47:34.371,35079.37,0.129,35079.38,1.76175
2022-01-22T16:47:35.371,35073.71,0.05882,35078.22,0.087
2022-01-22T16:47:36.371,35078.22,0.10134,35078.23,0.01
2022-01-22T16:47:37.372,35071.41,0.00021,35071.42,0.83063
2022-01-22T16:47:38.371,35071.41,0.00021,35071.42,0.55995
2022-01-22T16:47:39.371,35069.64,0.0095,35069.65,0.0429
2022-01-22T16:47:40.371,35078.22,0.02373,35078.23,0.38421
2022-01-22T16:47:41.376,35071.72,0.15848,35071.73,0.16947
2022-01-22T16:47:42.377,35069.53,0.16509,35069.54,0.10708
2022-01-22T16:47:43.376,35065.13,0.12599,35065.14,0.34871
2022-01-22T16:47:44.377,35065.13,0.20297,35065.14,0.031
2022-01-22T16:47:45.377,35053.34,0.08847,35053.35,0.09934
2022-01-22T16:47:46.378,35067.7,0.10764,35067.71,0.33594
2022-01-22T16:47:47.377,35069.13,0.04409,35069.14,0.15116
2022-01-22T16:47:48.377,35079.75,0.97522,35079.76,0.19282
2022-01-22T16:47:49.377,35077.63,0.23523,35077.64,0.19655
2022-01-22T16:47:50.378,35079.75,0.45126,35079.76,0.03949
2022-01-22T16:47:51.378,35079.17,0.23534,35079.18,0.15603
2022-01-22T16:47:52.378,35079.05,0.00037,35079.06,0.49773
2022-01-22T16:47:53.379,35079.05,0.09917,35079.06,0.17611
2022-01-22T16:47:54.378,35079.99,0.13764,35080.0,0.10525
2022-01-22T16:47:55.379,35079.99,0.33274,35080.0,0.3682
2022-01-22T16:47:56.379,35083.75,0.12487,35083.76,0.271
2022-01-22T16:47:57.379,35083.75,0.15135,35083.76,0.2
2022-01-22T16:47:58.379,35079.05,1.0e-5,35079.06,0.67073
2022-01-22T16:47:59.378,35079.05,3.0e-5,35079.06,0.71755
2022-01-22T16:48:00.379,35073.67,0.15083,35078.06,0.05675
2022-01-22T16:48:01.379,35085.5,0.37442,35085.51,0.16748
2022-01-22T16:48:02.379,35085.5,0.1907,35085.51,0.13814
2022-01-22T16:48:03.378,35084.77,0.13758,35084.78,0.29862
2022-01-22T16:48:04.379,35093.84,0.11132,35093.85,0.24
2022-01-22T16:48:05.379,35102.07,0.10851,35102.08,0.4864
2022-01-22T16:48:06.378,35102.07,0.26343,35102.08,0.26267
2022-01-22T16:48:07.378,35107.27,0.20294,35107.28,0.29573
2022-01-22T16:48:08.38,35102.8,0.155,35109.72,3.22683
2022-01-22T16:48:09.38,35096.93,0.44282,35096.94,0.0577
2022-01-22T16:48:10.379,35084.77,0.1878,35084.78,0.57429
2022-01-22T16:48:11.379,35084.77,0.6099,35084.78,0.0529
2022-01-22T16:48:12.38,35097.5,0.59954,35097.51,0.12
2022-01-22T16:48:13.38,35096.4,0.76136,35096.41,0.04706
2022-01-22T16:48:14.379,35084.77,0.0647,35084.78,1.0438
2022-01-22T16:48:15.38,35084.77,0.48081,35084.78,0.23416
2022-01-22T16:48:16.38,35068.5,0.16307,35068.51,0.08
2022-01-22T16:48:17.38,35064.36,0.24,35064.37,0.16057
2022-01-22T16:48:18.379,35066.83,0.17638,35066.84,0.1513
2022-01-22T16:48:19.38,35066.83,0.2632,35066.84,0.55739
2022-01-22T16:48:20.38,35061.33,0.05,35061.34,0.12
2022-01-22T16:48:21.38,35061.33,0.26146,35061.34,0.00084
2022-01-22T16:48:22.38,35054.97,0.14944,35054.98,0.11129
2022-01-22T16:48:23.381,35055.04,0.3566,35055.05,0.2315
2022-01-22T16:48:24.38,35064.36,1.11447,35064.37,0.02805
2022-01-22T16:48:25.381,35069.99,0.11527,35070.0,0.12751
2022-01-22T16:48:26.38,35074.44,0.54814,35074.45,0.02114
2022-01-22T16:48:27.381,35080.26,0.2155,35080.27,0.1243
2022-01-22T16:48:28.38,35073.01,0.17543,35073.02,0.406
2022-01-22T16:48:29.381,35079.89,0.23913,35079.9,0.16807
2022-01-22T16:48:30.38,35075.91,0.38216,35075.92,0.17993
2022-01-22T16:48:31.381,35079.55,0.23526,35081.5,0.01628
2022-01-22T16:48:32.381,35083.86,0.24961,35083.87,0.20909
2022-01-22T16:48:33.381,35079.55,0.13819,35079.56,0.29169
2022-01-22T16:48:34.382,35083.7,0.16728,35083.71,0.25696
2022-01-22T16:48:35.381,35083.1,0.10909,35083.11,0.16921
2022-01-22T16:48:36.382,35088.99,0.19471,35089.0,0.00942
2022-01-22T16:48:37.382,35090.83,0.10909,35090.84,0.1532
2022-01-22T16:48:38.382,35090.82,0.10909,35090.83,0.21818
2022-01-22T16:48:39.381,35095.66,0.06895,35095.67,0.84412
2022-01-22T16:48:40.382,35095.66,0.02793,35095.67,0.53245
2022-01-22T16:48:41.382,35097.83,0.47405,35097.84,0.04724
2022-01-22T16:48:42.381,35099.77,0.37876,35099.78,0.12126
2022-01-22T16:48:43.383,35091.26,0.12056,35091.27,0.15679
2022-01-22T16:48:44.382,35073.84,0.0235,35079.22,0.01085
2022-01-22T16:48:45.382,35067.02,0.11763,35072.44,0.04016
